Team_A 2022-04-25 09:00 2
Team_B 2022-04-25 11:00 2
Team_C 2022-04-25 13:00 2
Team_D 2022-04-25 15:00 2
Team_E 2022-04-25 17:00 1
Team_A 2022-04-28 09:00 2
Team_B 2022-04-28 11:00 2
Team_C 2022-04-28 13:00 2
Team_D 2022-04-28 15:00 2
Team_E 2022-04-28 17:00 1
Team_A 2022-05-03 09:00 2
Team_B 2022-05-03 11:00 2
Team_C 2022-05-03 13:00 2
Team_D 2022-05-03 15:00 2
Team_E 2022-05-03 17:00 1
Team_A 2022-05-06 09:00 2
Team_B 2022-05-06 11:00 2
Team_C 2022-05-06 13:00 2
Team_D 2022-05-06 15:00 2
Team_E 2022-05-06 17:00 1
Team_A 2022-05-10 09:00 2
Team_B 2022-05-10 11:00 2
Team_C 2022-05-10 13:00 2
Team_D 2022-05-10 15:00 2
Team_E 2022-05-10 17:00 1
Team_A 2022-05-12 09:00 2
Team_B 2022-05-12 11:00 2
Team_C 2022-05-12 13:00 2
Team_D 2022-05-12 15:00 2
Team_E 2022-05-12 17:00 1
