Team_A 2022-04-25 09:00 1
Team_B 2022-04-25 09:00 2
Team_C 2022-04-25 09:00 3
Team_D 2022-04-25 09:00 4
Team_E 2022-04-25 09:00 1
Team_A 2022-04-28 11:00 2
Team_B 2022-04-28 11:00 2
Team_C 2022-04-28 11:00 2
Team_D 2022-04-28 11:00 2
Team_E 2022-04-28 11:00 1
Team_A 2022-05-03 13:00 1
Team_B 2022-05-03 13:00 2
Team_C 2022-05-03 13:00 3
Team_D 2022-05-03 13:00 4
Team_E 2022-05-03 13:00 1
Team_A 2022-05-06 09:00 2
Team_B 2022-05-06 09:00 2
Team_C 2022-05-06 09:00 2
Team_D 2022-05-06 09:00 2
Team_E 2022-05-06 09:00 1
Team_A 2022-05-10 16:00 2
Team_B 2022-05-10 16:00 2
Team_C 2022-05-10 16:00 2
Team_D 2022-05-10 16:00 2
Team_E 2022-05-10 16:00 1
Team_A 2022-05-12 09:00 2
Team_B 2022-05-12 09:00 2
Team_C 2022-05-12 09:00 2
Team_D 2022-05-12 09:00 2
Team_E 2022-05-12 09:00 1
