Team_A 2022-04-25 11:00 1
Team_B 2022-04-25 11:00 3
Team_C 2022-04-25 11:00 4
Team_D 2022-04-25 11:00 7
Team_E 2022-04-25 11:00 7
Team_A 2022-04-26 09:00 2
Team_B 2022-04-26 11:00 2
Team_C 2022-04-26 13:00 2
Team_D 2022-04-26 15:00 2
Team_E 2022-04-26 17:00 1
Team_A 2022-04-28 11:00 1
Team_B 2022-04-28 11:00 2
Team_C 2022-04-28 11:00 3
Team_D 2022-04-28 11:00 4
Team_E 2022-04-28 11:00 1
Team_A 2022-04-29 09:00 2
Team_B 2022-04-29 11:00 2
Team_C 2022-04-29 13:00 2
Team_D 2022-04-29 15:00 2
Team_E 2022-04-29 17:00 1
Team_A 2022-05-02 09:00 2
Team_B 2022-05-02 11:00 2
Team_C 2022-05-02 13:00 2
Team_D 2022-05-02 15:00 2
Team_E 2022-05-02 17:00 1
Team_A 2022-05-03 11:00 1
Team_B 2022-05-03 11:00 2
Team_C 2022-05-03 11:00 3
Team_D 2022-05-03 11:00 4
Team_E 2022-05-03 11:00 1
Team_A 2022-05-05 09:00 2
Team_B 2022-05-05 11:00 2
Team_C 2022-05-05 13:00 2
Team_D 2022-05-05 15:00 2
Team_E 2022-05-05 17:00 1
Team_A 2022-05-06 11:00 1
Team_B 2022-05-06 11:00 2
Team_C 2022-05-06 11:00 3
Team_D 2022-05-06 11:00 4
Team_E 2022-05-06 11:00 1
Team_A 2022-05-09 09:00 2
Team_B 2022-05-09 11:00 2
Team_C 2022-05-09 13:00 2
Team_D 2022-05-09 15:00 2
Team_E 2022-05-09 17:00 1
Team_A 2022-05-10 11:00 1
Team_B 2022-05-10 11:00 2
Team_C 2022-05-10 11:00 3
Team_D 2022-05-10 11:00 4
Team_E 2022-05-10 11:00 1
Team_A 2022-05-12 11:00 1
Team_B 2022-05-12 11:00 2
Team_C 2022-05-12 11:00 3
Team_D 2022-05-12 11:00 4
Team_E 2022-05-12 11:00 1
Team_A 2022-05-13 09:00 2
Team_B 2022-05-13 11:00 2
Team_C 2022-05-13 13:00 2
Team_D 2022-05-13 15:00 2
Team_E 2022-05-13 17:00 1
