Team_A 2022-04-25 11:00 1
Team_B 2022-04-25 11:00 3
Team_C 2022-04-25 11:00 4
Team_D 2022-04-25 11:00 7
Team_E 2022-04-25 11:00 7
Team_A 2022-04-26 09:00 1
Team_B 2022-04-26 09:00 2
Team_C 2022-04-26 09:00 3
Team_D 2022-04-26 09:00 4
Team_E 2022-04-26 09:00 1
Team_A 2022-04-28 11:00 2
Team_B 2022-04-28 11:00 2
Team_C 2022-04-28 11:00 2
Team_D 2022-04-28 11:00 2
Team_E 2022-04-28 11:00 1
Team_A 2022-04-29 09:00 1
Team_B 2022-04-29 09:00 3
Team_C 2022-04-29 09:00 5
Team_D 2022-04-29 09:00 7
Team_E 2022-04-29 09:00 9
Team_A 2022-05-02 13:00 1
Team_B 2022-05-02 13:00 2
Team_C 2022-05-02 13:00 3
Team_D 2022-05-02 13:00 4
Team_E 2022-05-02 13:00 1
Team_A 2022-05-03 13:00 1
Team_B 2022-05-03 13:00 2
Team_C 2022-05-03 13:00 3
Team_D 2022-05-03 13:00 4
Team_E 2022-05-03 13:00 1
Team_A 2022-05-05 09:00 1
Team_B 2022-05-05 09:00 3
Team_C 2022-05-05 09:00 5
Team_D 2022-05-05 09:00 7
Team_E 2022-05-05 09:00 9
Team_A 2022-05-06 09:00 2
Team_B 2022-05-06 09:00 2
Team_C 2022-05-06 09:00 2
Team_D 2022-05-06 09:00 2
Team_E 2022-05-06 09:00 1
Team_A 2022-05-09 16:00 2
Team_B 2022-05-09 16:00 2
Team_C 2022-05-09 16:00 2
Team_D 2022-05-09 16:00 2
Team_E 2022-05-09 16:00 1
Team_A 2022-05-10 16:00 2
Team_B 2022-05-10 16:00 2
Team_C 2022-05-10 16:00 2
Team_D 2022-05-10 16:00 2
Team_E 2022-05-10 16:00 1
Team_A 2022-05-11 09:00 2
Team_B 2022-05-11 09:00 2
Team_C 2022-05-11 09:00 2
Team_D 2022-05-11 09:00 2
Team_E 2022-05-11 09:00 1
Team_A 2022-05-12 09:00 2
Team_B 2022-05-12 09:00 2
Team_C 2022-05-12 09:00 2
Team_D 2022-05-12 09:00 2
Team_E 2022-05-12 09:00 1
