Team_A 2022-04-25 11:00 2
Team_B 2022-04-25 11:00 3
Team_C 2022-04-25 11:00 4
Team_D 2022-04-25 11:00 7
Team_E 2022-04-25 11:00 7
Team_A 2022-04-26 09:00 2
Team_B 2022-04-26 11:00 2
Team_C 2022-04-26 13:00 2
Team_D 2022-04-26 15:00 1
Team_E 2022-04-26 16:00 2
Team_A 2022-04-27 11:00 2
Team_B 2022-04-27 11:00 3
Team_C 2022-04-27 11:00 4
Team_D 2022-04-27 11:00 7
Team_E 2022-04-27 11:00 7
Team_A 2022-04-28 11:00 2
Team_B 2022-04-28 11:00 2
Team_C 2022-04-28 11:00 3
Team_D 2022-04-28 11:00 4
Team_E 2022-04-28 11:00 2
Team_A 2022-04-29 09:00 2
Team_B 2022-04-29 11:00 2
Team_C 2022-04-29 13:00 2
Team_D 2022-04-29 15:00 1
Team_E 2022-04-29 16:00 2
Team_A 2022-04-30 09:00 2
Team_B 2022-04-30 11:00 2
Team_C 2022-04-30 13:00 2
Team_D 2022-04-30 15:00 1
Team_E 2022-04-30 16:00 2
Team_A 2022-05-02 09:00 2
Team_B 2022-05-02 11:00 2
Team_C 2022-05-02 13:00 2
Team_D 2022-05-02 15:00 1
Team_E 2022-05-02 16:00 2
Team_A 2022-05-03 11:00 1
Team_B 2022-05-03 11:00 2
Team_C 2022-05-03 11:00 3
Team_D 2022-05-03 11:00 4
Team_E 2022-05-03 11:00 2
Team_A 2022-05-04 11:00 2
Team_B 2022-05-04 11:00 2
Team_C 2022-05-04 11:00 3
Team_D 2022-05-04 11:00 4
Team_E 2022-05-04 11:00 2
Team_A 2022-05-05 09:00 2
Team_B 2022-05-05 11:00 2
Team_C 2022-05-05 13:00 2
Team_D 2022-05-05 15:00 1
Team_E 2022-05-05 16:00 2
Team_A 2022-05-06 09:00 9
Team_B 2022-05-06 09:00 9
Team_C 2022-05-06 09:00 9
Team_D 2022-05-06 09:00 9
Team_E 2022-05-06 09:00 9
Team_A 2022-05-07 09:00 2
Team_B 2022-05-07 11:00 2
Team_C 2022-05-07 13:00 2
Team_D 2022-05-07 15:00 1
Team_E 2022-05-07 16:00 2
Team_A 2022-05-09 09:00 2
Team_B 2022-05-09 11:00 2
Team_C 2022-05-09 13:00 2
Team_D 2022-05-09 15:00 2
Team_E 2022-05-09 17:00 1
Team_A 2022-05-10 09:00 9
Team_B 2022-05-10 09:00 9
Team_C 2022-05-10 09:00 9
Team_D 2022-05-10 09:00 9
Team_E 2022-05-10 09:00 9
Team_A 2022-05-11 11:00 2
Team_B 2022-05-11 11:00 2
Team_C 2022-05-11 11:00 3
Team_D 2022-05-11 11:00 4
Team_E 2022-05-11 11:00 2
Team_A 2022-05-12 11:00 2
Team_B 2022-05-12 11:00 2
Team_C 2022-05-12 11:00 3
Team_D 2022-05-12 11:00 4
Team_E 2022-05-12 11:00 2
Team_A 2022-05-13 09:00 2
Team_B 2022-05-13 11:00 2
Team_C 2022-05-13 13:00 2
Team_D 2022-05-13 15:00 1
Team_E 2022-05-13 16:00 2
Team_A 2022-05-14 09:00 2
Team_B 2022-05-14 11:00 2
Team_C 2022-05-14 13:00 2
Team_D 2022-05-14 15:00 1
Team_E 2022-05-14 16:00 2
